id,image_id,caption_text
3298,"1676601498_7d59327523.jpg,A",man and a woman are looking at the view on a stairway by the sea .
3299,"1676601498_7d59327523.jpg,Man",and woman watching something near rocky ocean surf .
3300,"1676601498_7d59327523.jpg,two",people leaning over a green railing with the ocean in the background
3301,"1676601498_7d59327523.jpg,Two",people on a walkway over rushing water .
3302,"1679557684_50a206e4a9.jpg,a",big black dog jumps in the air to catch the tennis ball in his mouth .
3303,"1679557684_50a206e4a9.jpg,A",dog looks at another dog catching a ball in the air
3304,"1679557684_50a206e4a9.jpg,A",white dog is watching a black dog jump on a lawn next to a pile of large rocks .
3305,"1679557684_50a206e4a9.jpg,A",white dog watching a black dog in the air .
3306,"1679557684_50a206e4a9.jpg,Two",dogs playing with a tennis ball in the yard .
3307,"1679565118_d36f0d6d52.jpg,A",black dog catches a tennis ball in his mouth while a white dog watches .
3308,"1679565118_d36f0d6d52.jpg,A",black dog jumps to catch a ball in his mouth near a rock wall .
3309,"1679565118_d36f0d6d52.jpg,Black",dog jumping in the air with white dog standing on grass behind near pile of rocks .
3310,"1679565118_d36f0d6d52.jpg,Black",dog jumping to catch tennis ball
3311,"1679565118_d36f0d6d52.jpg,""The","black dog is catching a ball , while the white one watches ."""
3312,"1679617928_a73c1769be.jpg,A",basset hound is leashed to the rearview mirror of a yellow and white vehicle
3313,"1679617928_a73c1769be.jpg,a",black and white dog tied to a yellow and white van
3314,"1679617928_a73c1769be.jpg,""A","dog , lying down , tethered to the side mirror of a yellow VW bus ."""
3315,"1679617928_a73c1769be.jpg,""a","dog with black , white , and brown coloring is leashed up to a mirror"""
3316,"1679617928_a73c1769be.jpg,The",black and white dog is tethered next to a yellow car .
3317,"1680126311_b92a2e8e72.jpg,A",boy hitting a soccer ball with his chest .
3318,"1680126311_b92a2e8e72.jpg,A",child is hitting a soccer ball with their chest .
3319,"1680126311_b92a2e8e72.jpg,A",child is playing soccer with a blue and white soccer ball nearby onlookers .
3320,"1680126311_b92a2e8e72.jpg,The",boy hits the blue and white soccer ball with his knee .
3321,"1680126311_b92a2e8e72.jpg,The",boy is kicking a soccer ball .
3322,"1682079482_9a72fa57fa.jpg,A",little girl on a kid swing .
3323,"1682079482_9a72fa57fa.jpg,A",little girl shouts for joy as she swings on the swing .
3324,"1682079482_9a72fa57fa.jpg,A",toddler girl in a swing is laughing .
3325,"1682079482_9a72fa57fa.jpg,A",toddler in a pink shirt in a bucket swing .
3326,"1682079482_9a72fa57fa.jpg,A",young girl making a wide mouthed expression while swinging .
3327,"1683444418_815f660379.jpg,A",man in a camouflage tank top standing next to a man in a grey t-shirt with a fountain in the background .
3328,"1683444418_815f660379.jpg,Two",man standing in front of a huge fountain with several background people .
3329,"1683444418_815f660379.jpg,Two",men are posing for a photograph in front of a fountain in a city .
3330,"1683444418_815f660379.jpg,Two",men are standing in front of a fountain smiling .
3331,"1683444418_815f660379.jpg,Two",men standing in front of fountain while other people sit on the grass
3332,"1685463722_55843b6d3c.jpg,A",woman and her two dogs are walking down the street .
3333,"1685463722_55843b6d3c.jpg,A",woman wearing cut off shorts walks down the street with a dog .
3334,"1685463722_55843b6d3c.jpg,The",woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her .
3335,"1685463722_55843b6d3c.jpg,The",woman is walking her dogs .
3336,"1685463722_55843b6d3c.jpg,Woman",and small black dog walking across pavement
3337,"1685990174_09c4fb7df8.jpg,A",bunch of kids run on a school play field .
3338,"1685990174_09c4fb7df8.jpg,A",group of children in a field .
3339,"1685990174_09c4fb7df8.jpg,A",group of children running in the grass .
3340,"1685990174_09c4fb7df8.jpg,Kids",play soccer on a field .
3341,"1685990174_09c4fb7df8.jpg,Kids",running in the field .
3342,"1688699579_2f72328c7e.jpg,A",small dog and a large dog carrying a stick in its mouth run outside .
3343,"1688699579_2f72328c7e.jpg,A",smaller white dog is trying to get a hold of a stick that a bigger tri-colored dog has in its mouth .
3344,"1688699579_2f72328c7e.jpg,The",little white dog is trying to bite onto the stick that the black dog is carrying .
3345,"1688699579_2f72328c7e.jpg,Two",dogs run and play with a brown stick .
3346,"1688699579_2f72328c7e.jpg,two",dogs run for a stick .
3347,"1689658980_0074d81d28.jpg,The",two dogs are enjoying a run through the surf .
3348,"1689658980_0074d81d28.jpg,Two",dogs are running through the surf .
3349,"1689658980_0074d81d28.jpg,Two",dogs play in the surf .
3350,"1689658980_0074d81d28.jpg,Two",dogs running through the water on a beach .
3351,"1689658980_0074d81d28.jpg,Two",dogs run out of the ocean lake .
3352,"1691573772_1adef8e40e.jpg,A",girl in a pink shirt is riding a bicycle in traffic .
3353,"1691573772_1adef8e40e.jpg,An",Asian woman rides a bicycle in front of two cars .
3354,"1691573772_1adef8e40e.jpg,A",woman in a pink sweater rides her bike alongside cars .
3355,"1691573772_1adef8e40e.jpg,A",woman is riding her bicycle down the street .
3356,"1691573772_1adef8e40e.jpg,A",woman wearing a pink sweater rides a bike with a car behind her .
3357,"169490297_b6ff13632a.jpg,""A","boy in a blue , yellow , and orange shirt holding his arms out from his sides ."""
3358,"169490297_b6ff13632a.jpg,""A","boy in a blue , yellow , and orange shirt plays outside ."""
3359,"169490297_b6ff13632a.jpg,A",boy looks down and spreads his arms wide
3360,"169490297_b6ff13632a.jpg,A",child with a brightly colored shirt plays outside .
3361,"169490297_b6ff13632a.jpg,The",boy in the blue and yellow top is standing with arms outstretched .
3362,"170100272_d820db2199.jpg,A",child is on a slide .
3363,"170100272_d820db2199.jpg,A",child is sliding down a spiral slide on a playground .
3364,"170100272_d820db2199.jpg,A",girl goes down a blue and yellow slide at a park .
3365,"170100272_d820db2199.jpg,A",little girl is sliding down a slide at a park .
3366,"170100272_d820db2199.jpg,A",small girl slides down a spiral slide at the playground .
3367,"1713248047_d03721456d.jpg,""A","brown dog , a black and white dog , and a black dog are all standing in a field ."""
3368,"1713248047_d03721456d.jpg,a",brown dog faces a black dog and a white dog in a field of long grass .
3369,"1713248047_d03721456d.jpg,The",three dogs are in a field .
3370,"1713248047_d03721456d.jpg,The",three dogs are standing in tall grass .
3371,"1713248047_d03721456d.jpg,Three",dogs in a field .
3372,"1713248099_d860df4e10.jpg,""A","brown dog , a black dog and a black and white dog are in a grassy field"""
3373,"1713248099_d860df4e10.jpg,""A","white and black dog , a yellow dog and a black dog in a grassy field ."""
3374,"1713248099_d860df4e10.jpg,""Black","dog , orange dog and black and white dog , on grass ."""
3375,"1713248099_d860df4e10.jpg,Three",dogs are running through a grassy field .
3376,"1713248099_d860df4e10.jpg,three",multicolored dogs standing in a grassy field
3377,"1714316707_8bbaa2a2ba.jpg,A",boy in a red jacket smacks a snow covered tree with a stick .
3378,"1714316707_8bbaa2a2ba.jpg,A",child stands underneath a snow-covered tree .
3379,"1714316707_8bbaa2a2ba.jpg,A",little boy shakes the snow off of a tree .
3380,"1714316707_8bbaa2a2ba.jpg,A",person in a red jacket stands under a snow-covered tree .
3381,"1714316707_8bbaa2a2ba.jpg,Child",standing in a snowy landscape pulling down a snow-covered tree branch .
3382,"171488318_fb26af58e2.jpg,A",dog is walking along some dry cracked earth .
3383,"171488318_fb26af58e2.jpg,A",dog walking along a cracked and ashen surface .
3384,"171488318_fb26af58e2.jpg,A",dog walking on mud flats .
3385,"171488318_fb26af58e2.jpg,A",dog walks across the rocky ground .
3386,"171488318_fb26af58e2.jpg,A",dog walks through some mud .
3387,"1716445442_9cf3528342.jpg,A",man picking up a big rock .
3388,"1716445442_9cf3528342.jpg,A",person holds a large rock while a white car is parked .
3389,"1716445442_9cf3528342.jpg,A",person in a green jacket and black pants lifts a rock .
3390,"1716445442_9cf3528342.jpg,A",person picks up things in a rocky spot next to a car .
3391,"1716445442_9cf3528342.jpg,A",woman picking up a large rock .
3392,"1718184338_5968d88edb.jpg,A",couple of people are standing and the person in the red coat is pointing at the body of water .
3393,"1718184338_5968d88edb.jpg,The",couple are looking downriver .
3394,"1718184338_5968d88edb.jpg,""Two","people in rafting gear standing on a dry , rocky riverbank , pointing at the river ."""
3395,"1718184338_5968d88edb.jpg,""Two","people stand by a river , one wearing a helmet points ."""
3396,"1718184338_5968d88edb.jpg,Two",people stand on the rocks above the water and look at something .
3397,"172092461_a9a9762e13.jpg,A",man wakeboards in a red vest and smiles for the camera .
3398,"172092461_a9a9762e13.jpg,A",man wearing a red life vest waves as he waterskiis .
3399,"172092461_a9a9762e13.jpg,A",young man rides a wakeboard .
3400,"172092461_a9a9762e13.jpg,guy",wakeboarding one handed and smiling
3401,"172092461_a9a9762e13.jpg,Man",rides surfboard through water .
3402,"172092464_d9eb4f4f2f.jpg,A",guy waterskiing behind a boat .
3403,"172092464_d9eb4f4f2f.jpg,a",man wakeboards on a lake .
3404,"172092464_d9eb4f4f2f.jpg,A",young man is wakeboarding on a body of water .
3405,"172092464_d9eb4f4f2f.jpg,Blond",boy waterskiing .
3406,"172092464_d9eb4f4f2f.jpg,The",boy is wakeboarding on the lake .
3407,"172097782_f0844ec317.jpg,A",man in swim trunks and a red life vest jet skiing .
3408,"172097782_f0844ec317.jpg,A",man waterskiing with one hand .
3409,"172097782_f0844ec317.jpg,A",man wearing a red life jacked is holding a purple rope while waterskiing .
3410,"172097782_f0844ec317.jpg,A",man wearing swimming trunks is waterskiing backwards using only one hand .
3411,"172097782_f0844ec317.jpg,Person",in red ski jacket skiing backwards
3412,"172097783_292c5413d8.jpg,A",boy is wakeboarding on a lake with one hand .
3413,"172097783_292c5413d8.jpg,A",man wearing a red life jacket is water-skiing across a bay .
3414,"172097783_292c5413d8.jpg,A",surfer in blue shorts surfs over water .
3415,"172097783_292c5413d8.jpg,A",young man dressed in blue swimming trunks and a red life jacket waterskiing in a blue lake .
3416,"172097783_292c5413d8.jpg,Boy",in red vest and blue and white trunks on wakeboard .
3417,"1721637099_93e9ec2a2f.jpg,A",boy laying on clothes .
3418,"1721637099_93e9ec2a2f.jpg,A",brown-haired boy is laughing with his eyese clothes whiel lying on a pile of clothes .
3419,"1721637099_93e9ec2a2f.jpg,A",child in a blue shirt laying on his side with his mouth open .
3420,"1721637099_93e9ec2a2f.jpg,A",child with and adult hand .
3421,"1721637099_93e9ec2a2f.jpg,A",little boy laughs as he is tickled .
3422,"17273391_55cfc7d3d4.jpg,A",fisherman fishes at the bank of a foggy river .
3423,"17273391_55cfc7d3d4.jpg,A",man fishes by a tree in the morning mist .
3424,"17273391_55cfc7d3d4.jpg,A",man fishes under a large tree .
3425,"17273391_55cfc7d3d4.jpg,A",man fishing near a large tree .
3426,"17273391_55cfc7d3d4.jpg,A",man is fishing in a foggy lake .
3427,"173020287_230bfc4ffc.jpg,A",man gets ready to throw a stick for his waiting dog .
3428,"173020287_230bfc4ffc.jpg,A",man is holding a stick beside a jumping dog .
3429,"173020287_230bfc4ffc.jpg,""A","man stands with his arm up in the air , holding a stick , while a dog jumps up ."""
3430,"173020287_230bfc4ffc.jpg,Brown",Dog jumps while man holds a stick up high .
3431,"173020287_230bfc4ffc.jpg,In",this distorted photo a man is shown on a dirt path with a jumping dog .
3432,"1731546544_9fbf14617b.jpg,a",black dog jumping through some water
3433,"1731546544_9fbf14617b.jpg,A",black dog leaps out of the water .
3434,"1731546544_9fbf14617b.jpg,a",black dog runs through the water .
3435,"1731546544_9fbf14617b.jpg,A",black dog splashes in the water .
3436,"1731546544_9fbf14617b.jpg,A",large black dog is playing in the ocean .
3437,"1732217138_aa0199ef87.jpg,The",couple eat their meal outside .
3438,"1732217138_aa0199ef87.jpg,two",people sit on a bench .
3439,"1732217138_aa0199ef87.jpg,""Two","people sitting , facing away , with dreadlocks ."""
3440,"1732217138_aa0199ef87.jpg,Two",people with dreadlocks .
3441,"1732217138_aa0199ef87.jpg,Two",people with dreadlocks sit on a wooden bench .
3442,"1732436777_950bcdc9b8.jpg,A",couple on the stairs are photographing a man and woman embracing in front of a building .
3443,"1732436777_950bcdc9b8.jpg,A",couple stands at the top of the stairs and two people stand at the bottom .
3444,"1732436777_950bcdc9b8.jpg,A",man and woman pose outside of a building while talking to two other people .
3445,"1732436777_950bcdc9b8.jpg,A",man and woman stand at the top of cement stairs together .
3446,"1732436777_950bcdc9b8.jpg,A",man holds a woman as another couple walk up the steps towards them .
3447,"174466741_329a52b2fe.jpg,A",girl in a pink tank top and green pants is running through a field of tall flowers .
3448,"174466741_329a52b2fe.jpg,A",girl with a pink shirt is running through flowery grass .
3449,"174466741_329a52b2fe.jpg,a",small child in a pink shirt running through a flowery field .
3450,"174466741_329a52b2fe.jpg,A",young girl is walking through a grassy pasture .
3451,"174466741_329a52b2fe.jpg,A",young girl wearing a pink shirt and jeans is running through a flowered field .
3452,"1745110280_0cbff5e273.jpg,A",brown dog with a black collar stands next to a bush .
3453,"1745110280_0cbff5e273.jpg,A",caramel colored dog sits in front of trees looking forward .
3454,"1745110280_0cbff5e273.jpg,A",sad looking dog sitting next to shrubs .
3455,"1745110280_0cbff5e273.jpg,Stretched",image of a brown dog with a white patch of fur in his chest area sitting in the grass with trees in the background .
3456,"1745110280_0cbff5e273.jpg,The",brown dog is wearing a black collar .
3457,"1752454466_723790dbd6.jpg,A",brown and white dog exiting a yellow and blue ramp in a grassy area .
3458,"1752454466_723790dbd6.jpg,A",brown and white dog is running down a ramp .
3459,"1752454466_723790dbd6.jpg,A",brown and white dog running off of an obstacle .
3460,"1752454466_723790dbd6.jpg,A",brown a white dog runs down a yellow and blue ramp .
3461,"1752454466_723790dbd6.jpg,This",dog is done running down the yellow board .
